path,family,type
/15Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/15french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/15german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/15spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/15travel-french.html,travel-word (Ntravel),TEMPLATED
/15travel-german.html,travel-word (Ntravel),TEMPLATED
/15travel-spanish.html,travel-word (Ntravel),TEMPLATED
/16.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/16.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/16.html,spanish word-of-day (N.html),TEMPLATED
/16Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Dec-trial.html,OTHER / bespoke,bespoke
/16Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/16french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/16german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/16spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/16travel-french.html,travel-word (Ntravel),TEMPLATED
/16travel-german.html,travel-word (Ntravel),TEMPLATED
/16travel-spanish.html,travel-word (Ntravel),TEMPLATED
/17.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/17.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/17.html,spanish word-of-day (N.html),TEMPLATED
/17Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/17french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/17german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/17spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/17travel-french.html,travel-word (Ntravel),TEMPLATED
/17travel-german.html,travel-word (Ntravel),TEMPLATED
/17travel-spanish.html,travel-word (Ntravel),TEMPLATED
/18.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/18.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/18.html,spanish word-of-day (N.html),TEMPLATED
/18Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/18french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/18german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/18spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/18travel-french.html,travel-word (Ntravel),TEMPLATED
/18travel-german.html,travel-word (Ntravel),TEMPLATED
/18travel-spanish.html,travel-word (Ntravel),TEMPLATED
/19.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/19.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/19.html,spanish word-of-day (N.html),TEMPLATED
/19Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/19french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/19german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/19spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/19travel-french.html,travel-word (Ntravel),TEMPLATED
/19travel-german.html,travel-word (Ntravel),TEMPLATED
/19travel-spanish.html,travel-word (Ntravel),TEMPLATED
/1Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Mar-daily-german-lesson.html,lesson (other),bespoke
/1Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/1spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/2.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/2.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/2.html,spanish word-of-day (N.html),TEMPLATED
/20.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/20.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/20.html,spanish word-of-day (N.html),TEMPLATED
/200_Words_a_Day-learn-languages-newzine1.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine10.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine11.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine12.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine13.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine14.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine15.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine16.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine17.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine18.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine19.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine2.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine20.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine21.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine22.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine23.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine24.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine26.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine27.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine28.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine29.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine3.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine30.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine31.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine32.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine33.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine34.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine35.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine36.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine37.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine38.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine39.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine4.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine40.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine41.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine42.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine43.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine44.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine45.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine46.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine47.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine48.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine5.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine6.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine7.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine8.html,OTHER / bespoke,bespoke
/200_Words_a_Day-learn-languages-newzine9.html,OTHER / bespoke,bespoke
/200words-a-day-technical-help.html,OTHER / bespoke,bespoke
/200words-a-dayEx01.html,OTHER / bespoke,bespoke
/200words-a-dayEx02.html,OTHER / bespoke,bespoke
/200words-a-dayEx03.html,OTHER / bespoke,bespoke
/200words-a-dayEx04.html,OTHER / bespoke,bespoke
/200words-a-dayEx05.html,OTHER / bespoke,bespoke
/200words-a-dayEx06.html,OTHER / bespoke,bespoke
/200words-a-daytest.html,OTHER / bespoke,bespoke
/200words-a-daytest2.html,OTHER / bespoke,bespoke
/20Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/20french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/20german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/20spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/20travel-french.html,travel-word (Ntravel),TEMPLATED
/20travel-german.html,travel-word (Ntravel),TEMPLATED
/20travel-spanish.html,travel-word (Ntravel),TEMPLATED
/21.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/21.html,spanish word-of-day (N.html),TEMPLATED
/21Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/21french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/21german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/21spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/21travel-spanish.html,travel-word (Ntravel),TEMPLATED
/22.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/22.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/22.html,spanish word-of-day (N.html),TEMPLATED
/22Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Apr-french-word.html,OTHER / bespoke,bespoke
/22Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/22german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/22spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/22travel-spanish.html,travel-word (Ntravel),TEMPLATED
/23.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/23.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/23.html,spanish word-of-day (N.html),TEMPLATED
/23Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/23french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/23german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/23spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/23travel-french.html,travel-word (Ntravel),TEMPLATED
/23travel-german.html,travel-word (Ntravel),TEMPLATED
/23travel-spanish.html,travel-word (Ntravel),TEMPLATED
/24.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/24.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/24.html,spanish word-of-day (N.html),TEMPLATED
/24Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Aug-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Dec-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Feb-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Jan-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Jul-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Jun-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Mar-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24May-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Nov-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Oct-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24Sep-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
/24french-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/24german-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/24spanish-proverb-a-day.html,proverb-a-day (Nlang),TEMPLATED
/24travel-french.html,travel-word (Ntravel),TEMPLATED
/24travel-german.html,travel-word (Ntravel),TEMPLATED
/24travel-spanish.html,travel-word (Ntravel),TEMPLATED
/25-tip-of-the-day.html,OTHER / bespoke,bespoke
/25.french-word-a-day.html,french-word-a-day (N.),TEMPLATED
/25.german-word-a-day.html,german-word-a-day (N.),TEMPLATED
/25.html,spanish word-of-day (N.html),TEMPLATED
/25Apr-daily-italian-lesson.html,daily-italian-lesson (dated),TEMPLATED
