primary_legacy_refn,source_kind,source_filename,source_path,target_ext,all_legacy_refns_count,all_legacy_refns
1,swf,"a ,art.swf","/tmp/flashcard-converted/a ,art.png",png,1,1
2,jpg,"above ,on top of ,over ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/above ,on top of ,over ,prep.jpg",jpg,2,"2,10002"
3,jpg,"absolute ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/absolute ,adj.jpg",jpg,2,"3,10003"
5,jpg,"accommodation ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/accommodation ,la.jpg",jpg,2,"5,10005"
7,jpg,"address ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/address ,l (m).jpg",jpg,2,"7,10007"
8,jpg,"adult (mf) ,n.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/adult (mf) ,n.jpg",jpg,2,"8,10008"
9,jpg,"adventure ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/adventure ,l (f).jpg",jpg,2,"9,10009"
10,swf,"after ,adv.swf","/tmp/flashcard-converted/after ,adv.png",png,2,"10,10010"
11,swf,"afternoon ,il.swf","/tmp/flashcard-converted/afternoon ,il.png",png,2,"11,10011"
12,swf,"again (over again) ,adv.swf","/tmp/flashcard-converted/again (over again) ,adv.png",png,2,"12,10012"
13,jpg,"against ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/against ,prep.jpg",jpg,2,"13,10013"
14,jpg,"age ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/age ,l (f).jpg",jpg,2,"14,10014"
15,jpg,"air ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/air ,l (f).jpg",jpg,2,"15,10015"
16,jpg,"air hostess ,la L.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/air hostess ,la L.jpg",jpg,2,"16,10016"
17,jpg,"airline ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/airline ,la.jpg",jpg,2,"17,10017"
18,jpg,"airport ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/airport ,l (m).jpg",jpg,2,"18,10018"
19,jpg,"alarm clock ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/alarm clock ,la.jpg",jpg,2,"19,10019"
20,jpg,"alcohol ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/alcohol ,l (m).jpg",jpg,2,"20,10020"
21,jpg,"all ,everything ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/all ,everything ,adj.jpg",jpg,2,"21,10021"
22,jpg,"almost ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/almost ,adv.jpg",jpg,2,"22,10022"
24,jpg,"along ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/along ,prep.jpg",jpg,2,"24,10024"
25,jpg,"already ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/already ,adv.jpg",jpg,2,"25,10025"
26,swf,"also, as well, too ,prep.swf","/tmp/flashcard-converted/also, as well, too ,prep.png",png,2,"26,10026"
27,swf,"also ,besides ,whats more ,adv.swf","/tmp/flashcard-converted/also ,besides ,whats more ,adv.png",png,2,"27,10027"
28,swf,"although ,though ,conj.swf","/tmp/flashcard-converted/although ,though ,conj.png",png,2,"28,10028"
29,jpg,"always ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/always ,adv.jpg",jpg,2,"29,10029"
31,jpg,"amusing ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/amusing ,adj.jpg",jpg,2,"31,10031"
32,jpg,"and ,conj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/and ,conj.jpg",jpg,2,"32,10032"
33,jpg,"angry ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/angry ,adj.jpg",jpg,2,"33,10033"
34,jpg,"animal ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/animal ,l (m).jpg",jpg,2,"34,10034"
35,jpg,"apartment block ,lo.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/apartment block ,lo.jpg",jpg,2,"35,10035"
36,jpg,"apartment ,flat ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/apartment ,flat ,l (m).jpg",jpg,2,"36,10036"
37,jpg,"apple ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/apple ,la.jpg",jpg,2,"37,10037"
38,swf,"April ,m.swf","/tmp/flashcard-converted/April ,m.png",png,2,"38,10038"
39,jpg,"arm ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/arm ,il.jpg",jpg,2,"39,10039"
40,jpg,"around ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/around ,prep.jpg",jpg,2,"40,10040"
41,jpg,"arrival ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/arrival ,l (m).jpg",jpg,2,"41,10041"
42,jpg,"as ,conj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/as ,conj.jpg",jpg,2,"42,10042"
44,jpg,"at home ,phr.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/at home ,phr.jpg",jpg,2,"44,10044"
45,jpg,"in the end of ,phr.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/in the end of ,phr.jpg",jpg,2,"45,10045"
48,jpg,"of (belonging to) ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/of (belonging to) ,prep.jpg",jpg,2,"48,10048"
49,jpg,"to ,in ,by ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/to ,in ,by ,prep.jpg",jpg,2,"49,10049"
50,jpg,"about ,out of ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/about ,out of ,prep.jpg",jpg,2,"50,10050"
51,swf,"for ,prep.swf","/tmp/flashcard-converted/for ,prep.png",png,2,"51,10051"
53,jpg,"in (time) ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/in (time) ,prep.jpg",jpg,2,"53,10053"
54,jpg,"between ,among ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/between ,among ,prep.jpg",jpg,2,"54,10054"
56,jpg,"under ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/under ,prep.jpg",jpg,2,"56,10056"
57,jpg,"attention ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/attention ,l (f).jpg",jpg,2,"57,10057"
58,swf,"August ,m.swf","/tmp/flashcard-converted/August ,m.png",png,1,58
59,jpg,"aunt ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/aunt ,la.jpg",jpg,2,"59,10059"
60,jpg,"autumn ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/autumn ,l (m).jpg",jpg,2,"60,10060"
61,jpg,"avenue ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/avenue ,il.jpg",jpg,2,"61,10061"
62,jpg,"avocado ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/avocado ,l (m).jpg",jpg,1,62
63,jpg,"awake ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/awake ,adj.jpg",jpg,2,"63,10063"
64,jpg,"baby (male) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/baby (male) ,il.jpg",jpg,2,"64,10064"
66,jpg,"ugly ,bad ,nasty ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ugly ,bad ,nasty ,adj.jpg",jpg,2,"66,10066"
67,jpg,"bag ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bag ,la.jpg",jpg,2,"67,10067"
68,jpg,"bakery ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bakery ,il.jpg",jpg,2,"68,10068"
69,jpg,"ball (playing) ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ball (playing) ,la.jpg",jpg,2,"69,10069"
70,jpg,"ball (dance) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/ball (dance) ,il.jpg",jpg,2,"70,10070"
71,jpg,"banana ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/banana ,la.jpg",jpg,2,"71,10071"
72,jpg,"bank ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bank ,la.jpg",jpg,2,"72,10072"
73,jpg,"banknote ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/banknote ,la.jpg",jpg,2,"73,10073"
74,jpg,"bar ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bar ,la.jpg",jpg,2,"74,10074"
75,jpg,"bargain (good buy) ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bargain (good buy) ,l (m).jpg",jpg,2,"75,10075"
76,jpg,"basket ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/basket ,il.jpg",jpg,2,"76,10076"
77,jpg,"basketball ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/basketball ,la.jpg",jpg,2,"77,10077"
78,jpg,"bath ,bathroom ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bath ,bathroom ,il.jpg",jpg,2,"78,10078"
79,jpg,"beach ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beach ,la.jpg",jpg,2,"79,10079"
80,jpg,"beard ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beard ,la.jpg",jpg,2,"80,10080"
82,jpg,"beauty ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beauty ,la.jpg",jpg,2,"82,10082"
83,jpg,"because ,conj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/because ,conj.jpg",jpg,2,"83,10083"
84,swf,"because of ,prep.swf","/tmp/flashcard-converted/because of ,prep.png",png,2,"84,10084"
85,jpg,"bed ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bed ,il.jpg",jpg,2,"85,10085"
86,jpg,"bedding (bed linen) ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bedding (bed linen) ,la.jpg",jpg,2,"86,10086"
87,jpg,"bedroom (cdl),la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bedroom (cdl),la.jpg",jpg,2,"87,10087"
88,jpg,"bedspread ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bedspread ,il.jpg",jpg,2,"88,10088"
89,jpg,"bee ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bee ,l (f).jpg",jpg,2,"89,10089"
90,jpg,"beer ,la.JPG","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beer ,la.JPG",jpg,2,"90,10090"
91,jpg,"before ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/before ,adv.jpg",jpg,2,"91,10091"
92,jpg,"beginning ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beginning ,il.jpg",jpg,2,"92,10092"
93,jpg,"behind (at the back) ,prep.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/behind (at the back) ,prep.jpg",jpg,2,"93,10093"
94,jpg,"backwards ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/backwards ,adv.jpg",jpg,2,"94,10094"
96,jpg,"beneath ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/beneath ,adv.jpg",jpg,2,"96,10096"
98,jpg,"better (mi) ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/better (mi) ,adj.jpg",jpg,2,"98,10098"
99,jpg,"better (me) ,adv.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/better (me) ,adv.jpg",jpg,2,"99,10099"
100,jpg,"bicycle ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bicycle ,la.jpg",jpg,2,"100,10100"
101,jpg,"big ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/big ,adj.jpg",jpg,2,"101,10101"
102,jpg,"bill ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bill ,il.jpg",jpg,2,"102,10102"
103,jpg,"bird ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bird ,l (m).jpg",jpg,2,"103,10103"
105,jpg,"birthday ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/birthday ,il.jpg",jpg,2,"105,10105"
106,swf,"black ,adj.swf","/tmp/flashcard-converted/black ,adj.png",png,2,"106,10106"
107,jpg,"blanket ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/blanket ,la.jpg",jpg,2,"107,10107"
108,jpg,"blonde (mf) ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/blonde (mf) ,adj.jpg",jpg,2,"108,10108"
109,jpg,"blouse ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/blouse ,la.jpg",jpg,2,"109,10109"
110,swf,"blue ,adj.swf","/tmp/flashcard-converted/blue ,adj.png",png,2,"110,10110"
111,jpg,"body ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/body ,il.jpg",jpg,1,111
112,jpg,"bone ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bone ,l (m).jpg",jpg,2,"112,10112"
113,jpg,"book ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/book ,il.jpg",jpg,2,"113,10113"
114,jpg,"boot ,lo.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/boot ,lo.jpg",jpg,2,"114,10114"
116,jpg,"bored ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bored ,adj.jpg",jpg,2,"116,10116"
117,jpg,"both (tu ) ,adj prn.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/both (tu ) ,adj prn.jpg",jpg,2,"117,10117"
118,jpg,"both (en) ,adj prn.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/both (en) ,adj prn.jpg",jpg,2,"118,10118"
119,jpg,"bottle ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bottle ,la.jpg",jpg,2,"119,10119"
120,jpg,"bottom ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bottom ,il.jpg",jpg,2,"120,10120"
121,jpg,"bowl ,dish ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bowl ,dish ,la.jpg",jpg,2,"121,10121"
122,jpg,"boy ,boyfriend ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/boy ,boyfriend ,il.jpg",jpg,2,"122,10122"
123,jpg,"bread ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bread ,il.jpg",jpg,2,"123,10123"
124,jpg,"breakfast ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/breakfast ,la.jpg",jpg,1,124
125,jpg,"bring me ,exc.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bring me ,exc.jpg",jpg,2,"125,10125"
126,jpg,"brochure ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/brochure ,l (m).jpg",jpg,2,"126,10126"
127,jpg,"broken ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/broken ,adj.jpg",jpg,2,"127,10127"
128,jpg,"brother ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/brother ,il.jpg",jpg,2,"128,10128"
129,swf,"brown (colour) ,adj.swf","/tmp/flashcard-converted/brown (colour) ,adj.png",png,2,"129,10129"
130,swf,"brown (chestnut) ,adj.swf","/tmp/flashcard-converted/brown (chestnut) ,adj.png",png,2,"130,10130"
131,jpg,"brush ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/brush ,la.jpg",jpg,2,"131,10131"
132,jpg,"building ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/building ,il.jpg",jpg,2,"132,10132"
133,jpg,"bull ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bull ,il.jpg",jpg,2,"133,10133"
134,jpg,"bus ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bus ,l (m).jpg",jpg,2,"134,10134"
135,jpg,"bus station ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bus station ,la.jpg",jpg,2,"135,10135"
136,jpg,"bus stop ,la.JPG","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/bus stop ,la.JPG",jpg,2,"136,10136"
137,jpg,"busy ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/busy ,adj.jpg",jpg,2,"137,10137"
138,swf,"but ,conj.swf","/tmp/flashcard-converted/but ,conj.png",png,2,"138,10138"
139,swf,"but (ec) ,prep.swf","/tmp/flashcard-converted/but (ec) ,prep.png",png,2,"139,10139"
140,swf,"but (tr) ,prep.swf","/tmp/flashcard-converted/but (tr) ,prep.png",png,2,"140,10140"
141,swf,"but (so) ,adv.swf","/tmp/flashcard-converted/but (so) ,adv.png",png,2,"141,10141"
142,jpg,"butter ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/butter ,il.jpg",jpg,2,"142,10142"
143,jpg,"butterfly ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/butterfly ,la.jpg",jpg,2,"143,10143"
144,jpg,"cabbage ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cabbage ,il.jpg",jpg,2,"144,10144"
145,jpg,"restaurant ,il.JPG","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/restaurant ,il.JPG",jpg,2,"145,10145"
148,jpg,"can opener ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/can opener ,l (m).jpg",jpg,2,"148,10148"
149,jpg,"can ,tin ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/can ,tin ,la.jpg",jpg,2,"149,10149"
150,jpg,"hat ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/hat ,il.jpg",jpg,2,"150,10150"
151,jpg,"car ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/car ,la.jpg",jpg,2,"151,10151"
152,jpg,"car park ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/car park ,il.jpg",jpg,2,"152,10152"
153,jpg,"careful watch out take care ,caution ,exc.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/careful watch out take care ,caution ,exc.jpg",jpg,2,"153,10153"
154,jpg,"carpet ,rug ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/carpet ,rug ,il.jpg",jpg,2,"154,10154"
155,jpg,"carrot ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/carrot ,la.jpg",jpg,2,"155,10155"
156,jpg,"cashpoint ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cashpoint ,il.jpg",jpg,1,156
157,jpg,"castle ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/castle ,il.jpg",jpg,2,"157,10157"
158,jpg,"cat ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cat ,il.jpg",jpg,2,"158,10158"
159,jpg,"cauliflower ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cauliflower ,il.jpg",jpg,1,159
160,jpg,"center ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/center ,il.jpg",jpg,1,160
161,jpg,"certain ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/certain ,adj.jpg",jpg,2,"161,10161"
162,jpg,"chair ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chair ,la.jpg",jpg,2,"162,10162"
164,jpg,"change (money) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/change (money) ,il.jpg",jpg,2,"164,10164"
165,jpg,"change (replacement) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/change (replacement) ,il.jpg",jpg,2,"165,10165"
166,jpg,"cheap ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cheap ,adj.jpg",jpg,2,"166,10166"
167,jpg,"cheek ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cheek ,la.jpg",jpg,2,"167,10167"
168,jpg,"cheers ,exc.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cheers ,exc.jpg",jpg,2,"168,10168"
169,jpg,"cheese ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cheese ,il.jpg",jpg,2,"169,10169"
170,jpg,"chemist ,drug store ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chemist ,drug store ,la.jpg",jpg,2,"170,10170"
171,jpg,"cheque ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cheque ,l (m).jpg",jpg,2,"171,10171"
172,jpg,"chest ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chest ,il.jpg",jpg,2,"172,10172"
173,jpg,"chicken ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chicken ,il.jpg",jpg,2,"173,10173"
176,jpg,"childhood ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/childhood ,l (f).jpg",jpg,2,"176,10176"
177,jpg,"chips ,le (fpl).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chips ,le (fpl).jpg",jpg,2,"177,10177"
178,jpg,"chocolate ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chocolate ,il.jpg",jpg,2,"178,10178"
179,jpg,"chores ,le (fpl).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/chores ,le (fpl).jpg",jpg,2,"179,10179"
180,jpg,"church ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/church ,la.jpg",jpg,1,180
182,jpg,"cinema ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cinema ,il.jpg",jpg,2,"182,10182"
183,jpg,"city ,town ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/city ,town ,la.jpg",jpg,1,183
184,jpg,"classroom ,l (f).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/classroom ,l (f).jpg",jpg,2,"184,10184"
185,jpg,"clean ,v.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/clean ,v.jpg",jpg,2,"185,10185"
186,jpg,"clear ,light (colour) ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/clear ,light (colour) ,adj.jpg",jpg,2,"186,10186"
187,jpg,"client, customer (mf) ,n.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/client, customer (mf) ,n.jpg",jpg,2,"187,10187"
188,jpg,"clock ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/clock ,l (m).jpg",jpg,2,"188,10188"
189,jpg,"cloth, rag ,n.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cloth, rag ,n.jpg",jpg,2,"189,10189"
190,jpg,"clothes ,npl.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/clothes ,npl.jpg",jpg,2,"190,10190"
191,jpg,"cloud ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cloud ,la.jpg",jpg,2,"191,10191"
192,jpg,"cloudy ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cloudy ,adj.jpg",jpg,2,"192,10192"
194,jpg,"coat ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/coat ,il.jpg",jpg,2,"194,10194"
196,jpg,"coffee ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/coffee ,il.jpg",jpg,2,"196,10196"
197,jpg,"coin ,currency ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/coin ,currency ,la.jpg",jpg,2,"197,10197"
198,jpg,"cold ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cold ,adj.jpg",jpg,2,"198,10198"
199,jpg,"color ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/color ,il.jpg",jpg,1,199
200,jpg,"comb ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/comb ,il.jpg",jpg,2,"200,10200"
202,jpg,"comfortable ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/comfortable ,adj.jpg",jpg,2,"202,10202"
203,jpg,"congratulations ,exc.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/congratulations ,exc.jpg",jpg,2,"203,10203"
204,jpg,"cool ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cool ,adj.jpg",jpg,2,"204,10204"
205,jpg,"corkscrew ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/corkscrew ,il.jpg",jpg,2,"205,10205"
206,jpg,"corn (maize) ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/corn (maize) ,il.jpg",jpg,1,206
207,jpg,"corner ,l (m).jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/corner ,l (m).jpg",jpg,2,"207,10207"
208,jpg,"correct ,adj.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/correct ,adj.jpg",jpg,2,"208,10208"
209,jpg,"country ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/country ,il.jpg",jpg,2,"209,10209"
210,jpg,"countryside ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/countryside ,la.jpg",jpg,2,"210,10210"
211,jpg,"couple ,la.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/couple ,la.jpg",jpg,2,"211,10211"
212,jpg,"cousin ,il.jpg","/Volumes/Italian 1&2 SuperBundle/1Pictures/FlashCard/cousin ,il.jpg",jpg,2,"212,10212"
